structure_id,chain_id,sasa
AF-Q6MZM9-F1-model_v1,A,28314.92
AF-Q6MZN7-F1-model_v1,A,14494.86
AF-Q6MZP7-F1-model_v1,A,88644.63
AF-Q6MZQ0-F1-model_v1,A,35386.73
AF-Q6MZT1-F1-model_v1,A,23848.78
AF-Q6MZW2-F1-model_v1,A,46883.31
AF-Q6MZZ7-F1-model_v1,A,35898.96
AF-Q6N021-F1-model_v1,A,217466.96
AF-Q6N022-F1-model_v1,A,112626.39
AF-Q6N043-F1-model_v1,A,106062.9
AF-Q6N063-F1-model_v1,A,17061.95
AF-Q6N069-F1-model_v1,A,50246.87
AF-Q6N075-F1-model_v1,A,22151.24
AF-Q6NS38-F1-model_v1,A,18394.15
AF-Q6NSI1-F1-model_v1,A,27963.17
AF-Q6NSI3-F1-model_v1,A,54055.82
AF-Q6NSI4-F1-model_v1,A,55729.62
AF-Q6NSI8-F1-model_v1,A,63631.42
AF-Q6NSJ0-F1-model_v1,A,34831.28
AF-Q6NSJ2-F1-model_v1,A,60637.23
AF-Q6NSJ5-F1-model_v1,A,45769.8
AF-Q6NSW5-F1-model_v1,A,18389.38
AF-Q6NSW7-F1-model_v1,A,39246.79
AF-Q6NSX1-F1-model_v1,A,27774.76
AF-Q6NSZ9-F1-model_v1,A,56646.9
AF-Q6NT04-F1-model_v1,A,37477.65
AF-Q6NT16-F1-model_v1,A,23767.19
AF-Q6NT32-F1-model_v1,A,27205.73
AF-Q6NT46-F1-model_v1,A,15822.43
AF-Q6NT52-F1-model_v1,A,14750.57
AF-Q6NT55-F1-model_v1,A,26228.67
AF-Q6NT76-F1-model_v1,A,42667.75
AF-Q6NT89-F1-model_v1,A,25545.45
AF-Q6NTE8-F1-model_v1,A,42104.35
AF-Q6NTF7-F1-model_v1,A,12799.04
AF-Q6NTF9-F1-model_v1,A,31078.66
AF-Q6NUI1-F1-model_v1,A,27871.66
AF-Q6NUI2-F1-model_v1,A,43453.61
AF-Q6NUI6-F1-model_v1,A,42584.41
AF-Q6NUJ1-F1-model_v1,A,45152.83
AF-Q6NUJ2-F1-model_v1,A,24045.01
AF-Q6NUJ5-F1-model_v1,A,66901.57
AF-Q6NUK1-F1-model_v1,A,26642.95
AF-Q6NUK4-F1-model_v1,A,28139.36
AF-Q6NUM6-F1-model_v1,A,46114.99
AF-Q6NUM9-F1-model_v1,A,25863.77
AF-Q6NUN0-F1-model_v1,A,25914.37
AF-Q6NUN7-F1-model_v1,A,103702.8
AF-Q6NUN9-F1-model_v1,A,70040.85
AF-Q6NUP7-F1-model_v1,A,62809.05
AF-Q6NUQ1-F1-model_v1,A,50770.19
AF-Q6NUQ4-F1-model_v1,A,51302.73
AF-Q6NUR6-F1-model_v1,A,4667.72
AF-Q6NUS6-F1-model_v1,A,48332.76
AF-Q6NUS8-F1-model_v1,A,27137.63
AF-Q6NUT2-F1-model_v1,A,43352.73
AF-Q6NUT3-F1-model_v1,A,25614.35
AF-Q6NV74-F1-model_v1,A,129191.0
AF-Q6NV75-F1-model_v1,A,56136.89
AF-Q6NVH7-F1-model_v1,A,13842.6
AF-Q6NVU6-F1-model_v1,A,9554.22
AF-Q6NVV0-F1-model_v1,A,4337.42
AF-Q6NVV1-F1-model_v1,A,11157.23
AF-Q6NVV3-F1-model_v1,A,26683.93
AF-Q6NVV7-F1-model_v1,A,9509.76
AF-Q6NVV9-F1-model_v1,A,32020.32
AF-Q6NVY1-F1-model_v1,A,19095.93
AF-Q6NW29-F1-model_v1,A,15885.18
AF-Q6NW34-F1-model_v1,A,51536.54
AF-Q6NW40-F1-model_v1,A,29604.0
AF-Q6NWY9-F1-model_v1,A,84623.06
AF-Q6NX45-F1-model_v1,A,44181.45
AF-Q6NX49-F1-model_v1,A,67077.28
AF-Q6NXE6-F1-model_v1,A,26803.72
AF-Q6NXG1-F1-model_v1,A,47234.61
AF-Q6NXN4-F1-model_v1,A,23748.72
AF-Q6NXP0-F1-model_v1,A,60707.77
AF-Q6NXP2-F1-model_v1,A,28816.45
AF-Q6NXP6-F1-model_v1,A,19687.88
AF-Q6NXR0-F1-model_v1,A,28655.19
AF-Q6NXR4-F1-model_v1,A,27132.07
AF-Q6NXS1-F1-model_v1,A,25591.33
AF-Q6NXT1-F1-model_v1,A,23642.1
AF-Q6NXT2-F1-model_v1,A,14375.86
AF-Q6NXT4-F1-model_v1,A,37540.8
AF-Q6NXT6-F1-model_v1,A,47258.03
AF-Q6NY19-F1-model_v1,A,86032.84
AF-Q6NYC1-F1-model_v1,A,24184.47
AF-Q6NYC8-F1-model_v1,A,80536.47
AF-Q6NZ36-F1-model_v1,A,20973.87
AF-Q6NZ63-F1-model_v1,A,21612.98
AF-Q6NZ67-F1-model_v1,A,17846.58
AF-Q6NZI2-F1-model_v1,A,47340.08
AF-Q6NZY4-F1-model_v1,A,76510.84
AF-Q6NZY7-F1-model_v1,A,17798.96
AF-Q6P047-F1-model_v1,A,23748.85
AF-Q6P050-F1-model_v1,A,23459.93
AF-Q6P087-F1-model_v1,A,23721.7
AF-Q6P093-F1-model_v1,A,17101.52
AF-Q6P0A1-F1-model_v1,A,12996.84
AF-Q6P0N0-F1-model_v1,A,145598.91
AF-Q6P0Q8-F1-model_v1,A,187541.7
AF-Q6P158-F1-model_v1,A,89162.86
AF-Q6P161-F1-model_v1,A,16707.19
AF-Q6P179-F1-model_v1,A,42735.06
AF-Q6P1A2-F1-model_v1,A,25389.94
AF-Q6P1J6-F1-model_v1,A,73399.25
AF-Q6P1J9-F1-model_v1,A,48095.67
AF-Q6P1K1-F1-model_v1,A,8978.9
AF-Q6P1K2-F1-model_v1,A,19833.03
AF-Q6P1K8-F1-model_v1,A,24596.0
AF-Q6P1L5-F1-model_v1,A,77144.06
AF-Q6P1L6-F1-model_v1,A,60164.26
AF-Q6P1L8-F1-model_v1,A,10967.2
AF-Q6P1M0-F1-model_v1,A,28984.99
AF-Q6P1M3-F1-model_v1,A,56669.41
AF-Q6P1M9-F1-model_v1,A,53213.4
AF-Q6P1N0-F1-model_v1,A,80319.74
AF-Q6P1N9-F1-model_v1,A,13019.56
AF-Q6P1Q0-F1-model_v1,A,26188.45
AF-Q6P1Q9-F1-model_v1,A,25535.95
AF-Q6P1R3-F1-model_v1,A,47234.23
AF-Q6P1R4-F1-model_v1,A,29265.84
AF-Q6P1S2-F1-model_v1,A,24768.85
AF-Q6P1W5-F1-model_v1,A,77214.62
AF-Q6P1X5-F1-model_v1,A,71881.54
AF-Q6P1X6-F1-model_v1,A,13795.67
AF-Q6P280-F1-model_v1,A,53015.19
AF-Q6P2C0-F1-model_v1,A,48289.22
AF-Q6P2C8-F1-model_v1,A,24282.22
AF-Q6P2D0-F1-model_v1,A,38003.31
AF-Q6P2D8-F1-model_v1,A,81713.0
AF-Q6P2E9-F1-model_v1,A,123380.61
AF-Q6P2H3-F1-model_v1,A,84716.38
AF-Q6P2H8-F1-model_v1,A,15117.06
AF-Q6P2I3-F1-model_v1,A,14174.46
AF-Q6P2I7-F1-model_v1,A,18588.28
AF-Q6P2M8-F1-model_v1,A,20032.05
AF-Q6P2P2-F1-model_v1,A,45044.43
AF-Q6P2Q9-F1-model_v1,A,130030.92
AF-Q6P2S7-F1-model_v1,A,82646.34
AF-Q6P387-F1-model_v1,A,54143.89
AF-Q6P3R8-F1-model_v1,A,71628.16
AF-Q6P3S1-F1-model_v1,A,65715.95
AF-Q6P3S6-F1-model_v1,A,58358.75
AF-Q6P3V2-F1-model_v1,A,61782.5
AF-Q6P3W2-F1-model_v1,A,11696.81
AF-Q6P3W6-F1-model_v1,A,100533.33
AF-Q6P3W7-F1-model_v1,A,70229.52
AF-Q6P3X3-F1-model_v1,A,38982.51
AF-Q6P3X8-F1-model_v1,A,34117.62
AF-Q6P435-F1-model_v1,A,20968.73
AF-Q6P444-F1-model_v1,A,48225.37
AF-Q6P461-F1-model_v1,A,24913.92
AF-Q6P474-F1-model_v1,A,28549.69
AF-Q6P499-F1-model_v1,A,31107.24
AF-Q6P4A7-F1-model_v1,A,18901.78
AF-Q6P4A8-F1-model_v1,A,25189.37
AF-Q6P4D5-F1-model_v1,A,21839.65
AF-Q6P4E1-F1-model_v1,A,53378.19
AF-Q6P4F1-F1-model_v1,A,28823.44
AF-Q6P4F2-F1-model_v1,A,16052.05
AF-Q6P4F7-F1-model_v1,A,120735.97
AF-Q6P4H8-F1-model_v1,A,17896.09
AF-Q6P4I2-F1-model_v1,A,19081.16
AF-Q6P4Q7-F1-model_v1,A,57341.7
AF-Q6P4R8-F1-model_v1,A,135834.14
AF-Q6P531-F1-model_v1,A,31544.38
AF-Q6P575-F1-model_v1,A,22930.46
AF-Q6P582-F1-model_v1,A,17604.2
AF-Q6P587-F1-model_v1,A,10990.48
AF-Q6P589-F1-model_v1,A,11481.76
AF-Q6P597-F1-model_v1,A,40963.09
AF-Q6P5Q4-F1-model_v1,A,57862.33
AF-Q6P5R6-F1-model_v1,A,9941.28
AF-Q6P5S2-F1-model_v1,A,17044.8
AF-Q6P5S7-F1-model_v1,A,14051.38
AF-Q6P5W5-F1-model_v1,A,43284.82
AF-Q6P5X5-F1-model_v1,A,15246.05
AF-Q6P5X7-F1-model_v1,A,33940.72
AF-Q6P5Z2-F1-model_v1,A,60407.33
AF-Q6P656-F1-model_v1,A,18553.16
AF-Q6P6B1-F1-model_v1,A,51576.79
AF-Q6P6B7-F1-model_v1,A,17216.71
AF-Q6P6C2-F1-model_v1,A,33841.25
AF-Q6P7N7-F1-model_v1,A,20698.0
AF-Q6P988-F1-model_v1,A,28928.42
AF-Q6P995-F1-model_v1,A,90034.22
AF-Q6P996-F1-model_v1,A,55752.5
AF-Q6P9A1-F1-model_v1,A,54743.43
AF-Q6P9A2-F1-model_v1,A,33231.54
AF-Q6P9A3-F1-model_v1,A,61891.84
AF-Q6P9B6-F1-model_v1,A,24824.72
AF-Q6P9B9-F1-model_v1,A,58877.14
AF-Q6P9F0-F1-model_v1,A,82128.56
AF-Q6P9F5-F1-model_v1,A,19447.6
AF-Q6P9F7-F1-model_v1,A,46644.33
AF-Q6P9G0-F1-model_v1,A,14438.51
AF-Q6P9G4-F1-model_v1,A,22056.2
AF-Q6P9G9-F1-model_v1,A,47910.97
AF-Q6P9H4-F1-model_v1,A,49505.38
AF-Q6P9H5-F1-model_v1,A,19378.75
AF-Q6PB30-F1-model_v1,A,10268.11
AF-Q6PCB0-F1-model_v1,A,27284.23
AF-Q6PCB5-F1-model_v1,A,86395.01
AF-Q6PCB6-F1-model_v1,A,18264.12
AF-Q6PCB7-F1-model_v1,A,28839.71
AF-Q6PCB8-F1-model_v1,A,27431.48
AF-Q6PCD5-F1-model_v1,A,66672.99
AF-Q6PCE3-F1-model_v1,A,27216.64
AF-Q6PCT2-F1-model_v1,A,60627.33
AF-Q6PD62-F1-model_v1,A,87819.68
AF-Q6PD74-F1-model_v1,A,23428.19
AF-Q6PDA7-F1-model_v1,A,16244.46
AF-Q6PDB4-F1-model_v1,A,51913.75
AF-Q6PEV8-F1-model_v1,A,45290.54
AF-Q6PEW0-F1-model_v1,A,30516.33
AF-Q6PEW1-F1-model_v1,A,37603.29
AF-Q6PEX3-F1-model_v1,A,28807.25
AF-Q6PEX7-F1-model_v1,A,25757.99
AF-Q6PEY0-F1-model_v1,A,15286.98
AF-Q6PEY1-F1-model_v1,A,15935.93
AF-Q6PEY2-F1-model_v1,A,19133.24
AF-Q6PEZ8-F1-model_v1,A,30293.04
AF-Q6PF04-F1-model_v1,A,60436.84
AF-Q6PF05-F1-model_v1,A,25128.95
AF-Q6PF06-F1-model_v1,A,24134.06
AF-Q6PF15-F1-model_v1,A,29125.83
AF-Q6PF18-F1-model_v1,A,16785.7
AF-Q6PFW1-F1-model_v1,A,113945.95
AF-Q6PG37-F1-model_v1,A,60749.72
AF-Q6PGN9-F1-model_v1,A,48386.27
AF-Q6PGP7-F1-model_v1,A,81246.55
AF-Q6PGQ1-F1-model_v1,A,31357.8
AF-Q6PGQ7-F1-model_v1,A,74082.5
AF-Q6PH81-F1-model_v1,A,19355.41
AF-Q6PH85-F1-model_v1,A,15640.92
AF-Q6PHR2-F1-model_v1,A,28072.77
AF-Q6PHW0-F1-model_v1,A,22103.58
AF-Q6PI25-F1-model_v1,A,10107.44
AF-Q6PI26-F1-model_v1,A,43457.04
AF-Q6PI47-F1-model_v1,A,40255.42
AF-Q6PI48-F1-model_v1,A,38954.33
AF-Q6PI73-F1-model_v1,A,31076.13
AF-Q6PI77-F1-model_v1,A,54570.44
AF-Q6PI78-F1-model_v1,A,21941.68
AF-Q6PI97-F1-model_v1,A,20565.29
AF-Q6PI98-F1-model_v1,A,21791.47
AF-Q6PID6-F1-model_v1,A,22792.89
AF-Q6PID8-F1-model_v1,A,25386.07
AF-Q6PIF2-F1-model_v1,A,25741.81
AF-Q6PIF6-F1-model_v1,A,127656.89
AF-Q6PII3-F1-model_v1,A,52723.15
AF-Q6PII5-F1-model_v1,A,17904.82
AF-Q6PIJ6-F1-model_v1,A,95761.98
AF-Q6PIL6-F1-model_v1,A,17386.68
AF-Q6PIS1-F1-model_v1,A,35253.01
AF-Q6PIU1-F1-model_v1,A,35503.34
AF-Q6PIU2-F1-model_v1,A,17296.62
AF-Q6PIV2-F1-model_v1,A,30364.17
AF-Q6PIV7-F1-model_v1,A,15748.87
AF-Q6PIW4-F1-model_v1,A,59046.99
AF-Q6PIY5-F1-model_v1,A,24838.58
AF-Q6PIY7-F1-model_v1,A,37754.94
AF-Q6PIZ9-F1-model_v1,A,24221.99
AF-Q6PJ21-F1-model_v1,A,25768.8
AF-Q6PJ61-F1-model_v1,A,69572.79
AF-Q6PJ69-F1-model_v1,A,37140.41
AF-Q6PJE2-F1-model_v1,A,17876.15
AF-Q6PJF5-F1-model_v1,A,74706.49
AF-Q6PJG2-F1-model_v1,A,129757.24
AF-Q6PJG6-F1-model_v1,A,39952.39
AF-Q6PJG9-F1-model_v1,A,47152.22
AF-Q6PJI9-F1-model_v1,A,71998.14
AF-Q6PJP8-F1-model_v1,A,107558.26
AF-Q6PJQ5-F1-model_v1,A,29265.0
AF-Q6PJT7-F1-model_v1,A,90261.49
AF-Q6PJW8-F1-model_v1,A,88451.81
AF-Q6PK04-F1-model_v1,A,35590.56
AF-Q6PK18-F1-model_v1,A,20110.16
AF-Q6PK57-F1-model_v1,A,10293.81
AF-Q6PK81-F1-model_v1,A,40320.76
AF-Q6PKC3-F1-model_v1,A,78465.06
AF-Q6PKG0-F1-model_v1,A,125996.42
AF-Q6PKH6-F1-model_v1,A,14852.49
AF-Q6PKX4-F1-model_v1,A,25959.93
AF-Q6PL18-F1-model_v1,A,129860.6
AF-Q6PL24-F1-model_v1,A,31878.88
AF-Q6PL45-F1-model_v1,A,21863.45
AF-Q6PML9-F1-model_v1,A,46183.78
AF-Q6PP77-F1-model_v1,A,29266.07
AF-Q6PRD1-F1-model_v1,A,255829.93
AF-Q6PRD7-F1-model_v1,A,31969.04
AF-Q6PUV4-F1-model_v1,A,15474.34
AF-Q6PXP3-F1-model_v1,A,24092.48
AF-Q6Q0C0-F1-model_v1,A,48076.03
AF-Q6Q0C1-F1-model_v1,A,19657.97
AF-Q6Q4G3-F1-model_v1,A,48023.45
AF-Q6Q6R5-F1-model_v1,A,19735.55
AF-Q6Q759-F1-model_v1,A,192453.25
AF-Q6Q788-F1-model_v1,A,26288.2
AF-Q6Q795-F1-model_v1,A,14386.51
AF-Q6Q8B3-F1-model_v1,A,19884.22
AF-Q6QAJ8-F1-model_v1,A,9196.46
AF-Q6QEF8-F1-model_v1,A,25601.81
AF-Q6QHC5-F1-model_v1,A,15934.87
AF-Q6QHF9-F1-model_v1,A,23167.33
AF-Q6QHK4-F1-model_v1,A,25505.25
AF-Q6QN14-F1-model_v1,A,25775.76
AF-Q6QNK2-F1-model_v1,A,56384.96
AF-Q6QNY0-F1-model_v1,A,24499.96
AF-Q6QNY1-F1-model_v1,A,15387.42
AF-Q6R2W3-F1-model_v1,A,95924.89
AF-Q6R327-F1-model_v1,A,128172.61
AF-Q6R6M4-F1-model_v1,A,44297.98
AF-Q6RFH5-F1-model_v1,A,23157.21
AF-Q6RFH8-F1-model_v1,A,40849.77
AF-Q6RI45-F1-model_v1,A,140341.57
AF-Q6RSH7-F1-model_v1,A,10277.72
AF-Q6RUI8-F1-model_v1,A,9978.56
AF-Q6RVD6-F1-model_v1,A,15256.8
AF-Q6RW13-F1-model_v1,A,12873.73
AF-Q6S545-F1-model_v1,A,49640.99
AF-Q6S5H5-F1-model_v1,A,45517.77
AF-Q6S5L8-F1-model_v1,A,63356.54
AF-Q6S8J3-F1-model_v1,A,88766.14
AF-Q6S8J7-F1-model_v1,A,43214.5
AF-Q6S9Z5-F1-model_v1,A,40005.65
AF-Q6SA08-F1-model_v1,A,18146.41
AF-Q6SJ93-F1-model_v1,A,59797.84
AF-Q6SJ96-F1-model_v1,A,35259.07
AF-Q6SPF0-F1-model_v1,A,57272.5
AF-Q6STE5-F1-model_v1,A,40994.84
AF-Q6SZW1-F1-model_v1,A,41782.99
AF-Q6T310-F1-model_v1,A,18164.8
AF-Q6T311-F1-model_v1,A,10765.95
AF-Q6T423-F1-model_v1,A,27687.29
AF-Q6T4P5-F1-model_v1,A,73473.28
AF-Q6T4R5-F1-model_v1,A,208125.38
AF-Q6TCH4-F1-model_v1,A,17748.33
AF-Q6TCH7-F1-model_v1,A,18469.04
AF-Q6TDP4-F1-model_v1,A,36353.84
AF-Q6TDU7-F1-model_v1,A,44678.54
AF-Q6TFL3-F1-model_v1,A,132633.98
AF-Q6TFL4-F1-model_v1,A,32619.36
AF-Q6TGC4-F1-model_v1,A,32537.85
AF-Q6U736-F1-model_v1,A,21322.97
AF-Q6U7Q0-F1-model_v1,A,35770.68
AF-Q6U841-F1-model_v1,A,78596.82
AF-Q6U949-F1-model_v1,A,22978.5
AF-Q6UB28-F1-model_v1,A,18395.36
AF-Q6UB35-F1-model_v1,A,50828.28
AF-Q6UB98-F1-model_v1,A,265620.53
AF-Q6UB99-F1-model_v1,A,331562.09
AF-Q6UDR6-F1-model_v1,A,8515.55
AF-Q6UE05-F1-model_v1,A,28551.5
AF-Q6ULP2-F1-model_v1,A,119289.89
AF-Q6UN15-F1-model_v1,A,75391.25
AF-Q6UQ28-F1-model_v1,A,17842.17
AF-Q6URK8-F1-model_v1,A,27965.14
AF-Q6UUV7-F1-model_v1,A,81933.3
AF-Q6UUV9-F1-model_v1,A,80348.48
AF-Q6UVJ0-F1-model_v1,A,66404.67
AF-Q6UVK1-F1-model_v1,A,141889.65
AF-Q6UVM3-F1-model_v1,A,76312.89
AF-Q6UVW9-F1-model_v1,A,13127.93
AF-Q6UVY6-F1-model_v1,A,31904.61
AF-Q6UW01-F1-model_v1,A,15802.24
AF-Q6UW02-F1-model_v1,A,22938.42
AF-Q6UW10-F1-model_v1,A,7142.04
AF-Q6UW15-F1-model_v1,A,12010.88
AF-Q6UW32-F1-model_v1,A,9798.84
AF-Q6UW49-F1-model_v1,A,41754.98
AF-Q6UW56-F1-model_v1,A,16446.48
AF-Q6UW60-F1-model_v1,A,42603.93
AF-Q6UW63-F1-model_v1,A,25655.99
AF-Q6UW68-F1-model_v1,A,11822.43
AF-Q6UW78-F1-model_v1,A,10003.41
AF-Q6UW88-F1-model_v1,A,15542.68
AF-Q6UWB1-F1-model_v1,A,45819.57
AF-Q6UWB4-F1-model_v1,A,25845.23
AF-Q6UWD8-F1-model_v1,A,26917.8
AF-Q6UWE0-F1-model_v1,A,61955.36
AF-Q6UWE3-F1-model_v1,A,8162.26
AF-Q6UWF3-F1-model_v1,A,18689.55
AF-Q6UWF5-F1-model_v1,A,9884.41
AF-Q6UWF7-F1-model_v1,A,29958.12
AF-Q6UWF9-F1-model_v1,A,12419.8
AF-Q6UWH4-F1-model_v1,A,40766.59
AF-Q6UWH6-F1-model_v1,A,16192.38
AF-Q6UWI2-F1-model_v1,A,37236.68
AF-Q6UWI4-F1-model_v1,A,33758.59
AF-Q6UWJ1-F1-model_v1,A,48192.21
AF-Q6UWJ8-F1-model_v1,A,17346.23
AF-Q6UWK7-F1-model_v1,A,9668.71
AF-Q6UWL2-F1-model_v1,A,52311.73
AF-Q6UWL6-F1-model_v1,A,56750.64
AF-Q6UWM5-F1-model_v1,A,16120.09
AF-Q6UWM7-F1-model_v1,A,27437.12
AF-Q6UWM9-F1-model_v1,A,27088.42
AF-Q6UWN0-F1-model_v1,A,16249.6
AF-Q6UWN5-F1-model_v1,A,16196.42
AF-Q6UWN8-F1-model_v1,A,6887.32
AF-Q6UWP2-F1-model_v1,A,12355.39
AF-Q6UWP7-F1-model_v1,A,22900.74
AF-Q6UWP8-F1-model_v1,A,45267.52
AF-Q6UWQ5-F1-model_v1,A,9389.09
AF-Q6UWQ7-F1-model_v1,A,10887.46
AF-Q6UWR7-F1-model_v1,A,21499.95
AF-Q6UWS5-F1-model_v1,A,8246.18
AF-Q6UWT2-F1-model_v1,A,8390.89
AF-Q6UWT4-F1-model_v1,A,10186.99
AF-Q6UWU2-F1-model_v1,A,30035.7
AF-Q6UWU4-F1-model_v1,A,29924.93
AF-Q6UWV2-F1-model_v1,A,20891.46
AF-Q6UWV6-F1-model_v1,A,24627.22
AF-Q6UWV7-F1-model_v1,A,21000.67
AF-Q6UWW0-F1-model_v1,A,11692.09
AF-Q6UWW8-F1-model_v1,A,25586.85
AF-Q6UWW9-F1-model_v1,A,17863.28
AF-Q6UWX4-F1-model_v1,A,43692.57
AF-Q6UWY0-F1-model_v1,A,25720.72
AF-Q6UWY2-F1-model_v1,A,17536.39
AF-Q6UWY5-F1-model_v1,A,26381.24
AF-Q6UWZ7-F1-model_v1,A,38292.0
AF-Q6UX01-F1-model_v1,A,32311.0
AF-Q6UX04-F1-model_v1,A,44748.01
AF-Q6UX06-F1-model_v1,A,34897.74
AF-Q6UX07-F1-model_v1,A,24673.4
AF-Q6UX15-F1-model_v1,A,37305.68
AF-Q6UX27-F1-model_v1,A,22647.7
AF-Q6UX34-F1-model_v1,A,13041.37
AF-Q6UX39-F1-model_v1,A,25551.77
AF-Q6UX40-F1-model_v1,A,8191.53
AF-Q6UX41-F1-model_v1,A,33232.14
AF-Q6UX46-F1-model_v1,A,15832.46
AF-Q6UX52-F1-model_v1,A,21780.47
AF-Q6UX53-F1-model_v1,A,12245.01
AF-Q6UX65-F1-model_v1,A,15249.44
AF-Q6UX68-F1-model_v1,A,62361.91
AF-Q6UX71-F1-model_v1,A,45191.37
AF-Q6UX72-F1-model_v1,A,24568.52
AF-Q6UX73-F1-model_v1,A,25489.15
AF-Q6UX82-F1-model_v1,A,16862.57
AF-Q6UX98-F1-model_v1,A,16775.72
AF-Q6UXA7-F1-model_v1,A,43054.64
AF-Q6UXB0-F1-model_v1,A,43268.43
AF-Q6UXB1-F1-model_v1,A,11906.07
AF-Q6UXB2-F1-model_v1,A,14012.56
AF-Q6UXB3-F1-model_v1,A,10991.89
AF-Q6UXB4-F1-model_v1,A,24300.78
AF-Q6UXB8-F1-model_v1,A,45868.64
AF-Q6UXC1-F1-model_v1,A,64503.21
AF-Q6UXD1-F1-model_v1,A,15122.72
AF-Q6UXD5-F1-model_v1,A,69779.25
AF-Q6UXD7-F1-model_v1,A,34017.58
AF-Q6UXE8-F1-model_v1,A,27700.97
AF-Q6UXF1-F1-model_v1,A,73172.0
AF-Q6UXF7-F1-model_v1,A,30552.3
AF-Q6UXG2-F1-model_v1,A,63839.88
AF-Q6UXG3-F1-model_v1,A,33594.38
AF-Q6UXG8-F1-model_v1,A,36274.99
AF-Q6UXH0-F1-model_v1,A,18455.66
AF-Q6UXH1-F1-model_v1,A,25878.08
AF-Q6UXH8-F1-model_v1,A,45098.63
AF-Q6UXH9-F1-model_v1,A,48521.17
AF-Q6UXI7-F1-model_v1,A,46285.53
AF-Q6UXI9-F1-model_v1,A,51248.82
AF-Q6UXK2-F1-model_v1,A,65066.1
AF-Q6UXK5-F1-model_v1,A,45533.69
AF-Q6UXL0-F1-model_v1,A,24521.58
AF-Q6UXM1-F1-model_v1,A,85826.93
AF-Q6UXN2-F1-model_v1,A,17289.87
AF-Q6UXN7-F1-model_v1,A,13734.38
AF-Q6UXN8-F1-model_v1,A,19483.12
AF-Q6UXN9-F1-model_v1,A,13725.11
AF-Q6UXP3-F1-model_v1,A,12045.15
AF-Q6UXP7-F1-model_v1,A,13208.21
AF-Q6UXP9-F1-model_v1,A,15905.34
AF-Q6UXQ4-F1-model_v1,A,12800.33
AF-Q6UXQ8-F1-model_v1,A,17600.04
AF-Q6UXR4-F1-model_v1,A,18702.37
AF-Q6UXR6-F1-model_v1,A,20295.16
AF-Q6UXR8-F1-model_v1,A,8218.71
AF-Q6UXS0-F1-model_v1,A,12695.42
AF-Q6UXS9-F1-model_v1,A,23729.89
AF-Q6UXT8-F1-model_v1,A,13891.75
AF-Q6UXT9-F1-model_v1,A,27934.78
AF-Q6UXU0-F1-model_v1,A,16248.69
AF-Q6UXU4-F1-model_v1,A,27558.13
AF-Q6UXU6-F1-model_v1,A,18503.65
AF-Q6UXV0-F1-model_v1,A,30516.32
AF-Q6UXV1-F1-model_v1,A,16131.65
AF-Q6UXV3-F1-model_v1,A,15434.1
AF-Q6UXV4-F1-model_v1,A,30461.78
AF-Q6UXX5-F1-model_v1,A,102435.91
AF-Q6UXX9-F1-model_v1,A,22479.62
AF-Q6UXY1-F1-model_v1,A,50778.49
AF-Q6UXY8-F1-model_v1,A,92126.11
AF-Q6UXZ0-F1-model_v1,A,19509.58
AF-Q6UXZ3-F1-model_v1,A,16837.27
AF-Q6UXZ4-F1-model_v1,A,73747.1
AF-Q6UY01-F1-model_v1,A,30549.77
AF-Q6UY09-F1-model_v1,A,50997.65
AF-Q6UY11-F1-model_v1,A,34716.11
AF-Q6UY13-F1-model_v1,A,11090.99
AF-Q6UY14-F1-model_v1,A,100546.95
AF-Q6UY18-F1-model_v1,A,36893.58
AF-Q6UY27-F1-model_v1,A,9360.43
AF-Q6UYE1-F1-model_v1,A,18337.06
AF-Q6V0I7-F1-model_v1,A,80866.26
AF-Q6V0L0-F1-model_v1,A,26493.0
AF-Q6V1P9-F1-model_v1,A,88155.05
AF-Q6V1X1-F1-model_v1,A,42068.75
AF-Q6V702-F1-model_v1,A,15145.23
AF-Q6V9R5-F1-model_v1,A,38610.21
AF-Q6VAB6-F1-model_v1,A,91492.43
AF-Q6VB84-F1-model_v1,A,50155.13
AF-Q6VEQ5-F1-model_v1,A,54441.0
AF-Q6VMQ6-F1-model_v1,A,150466.59
AF-Q6VN20-F1-model_v1,A,45090.31
AF-Q6VUC0-F1-model_v1,A,43879.09
AF-Q6VVB1-F1-model_v1,A,20572.3
AF-Q6VVX0-F1-model_v1,A,23493.29
AF-Q6VY07-F1-model_v1,A,87673.09
AF-Q6W0C5-F1-model_v1,A,18820.01
AF-Q6W2J9-F1-model_v1,A,205405.13
AF-Q6W349-F1-model_v1,A,9646.36
AF-Q6W3E5-F1-model_v1,A,43866.76
AF-Q6W4X9-F1-model_v1,A,197394.46
AF-Q6W5P4-F1-model_v1,A,26781.35
AF-Q6WBX8-F1-model_v1,A,34291.78
AF-Q6WCQ1-F1-model_v1,A,112867.13
AF-Q6WKZ4-F1-model_v1,A,155440.9
AF-Q6WN34-F1-model_v1,A,40186.92
AF-Q6WQI6-F1-model_v1,A,10598.72
AF-Q6WRI0-F1-model_v1,A,215910.65
AF-Q6WRX3-F1-model_v1,A,37306.07
AF-Q6X4T0-F1-model_v1,A,16075.42
AF-Q6X4U4-F1-model_v1,A,22725.47
AF-Q6X4W1-F1-model_v1,A,52660.26
AF-Q6X784-F1-model_v1,A,22448.46
AF-Q6X9E4-F1-model_v1,A,22901.86
